-----------------------------------------------------
Circuit delay: 864.797 ps

Gate slacks: 
BUFF-7530: 458.876 ps
BUFF-7533: 583.679 ps
BUFF-7536: 570.204 ps
BUFF-7539: 565.008 ps
BUFF-7542: 551.541 ps
BUFF-7545: 551.341 ps
BUFF-7548: 576.569 ps
NOT-7551: 310.274 ps
NOT-7552: 236.845 ps
BUFF-7553: 193.172 ps
NOT-7556: 550.487 ps
NOT-7557: 550.487 ps
NOT-7558: 554.459 ps
NOT-7559: 554.459 ps
NAND-7560: 515.069 ps
NAND-7563: 508.877 ps
NAND-7566: 515.069 ps
NAND-7569: 508.877 ps
NOT-7572: 310.274 ps
NOT-7573: 220.777 ps
NAND-7574: 532.179 ps
NAND-7577: 532.179 ps
NOT-758: 603.039 ps
NOT-7580: 550.625 ps
NOT-7581: 550.624 ps
NAND-7582: 521.452 ps
NAND-7585: 521.337 ps
NAND-7588: 521.452 ps
NOT-759: 282.965 ps
NAND-7591: 521.337 ps
INP-76: 578.175 ps
OR-7609: 443.519 ps
OR-7613: 205.019 ps
NOT-762: 297.349 ps
OR-7620: 521.598 ps
OR-7649: 428.806 ps
OR-7650: 233.902 ps
OR-7655: 373.136 ps
OR-7659: 205.232 ps
OR-7668: 439.945 ps
OR-7671: 409.915 ps
NOT-768: 284.12 ps
INP-77: 607.409 ps
NOT-774: 396.32 ps
NAND-7744: 305.4 ps
INP-78: 607.41 ps
NOT-780: 527.591 ps
NAND-7822: 138.211 ps
OR-7825: 512.896 ps
OR-7826: 481.058 ps
OR-7852: 551.827 ps
NOT-786: 394.475 ps
INP-79: 598.231 ps
NOT-794: 361.929 ps
INP-80: 580.662 ps
NOT-800: 438.07 ps
NOT-806: 531.9 ps
INP-81: 579.063 ps
OR-8114: 155.966 ps
OR-8117: 259.369 ps
NOT-812: 603.034 ps
BUFF-813: 919.479 ps
NOR-8131: 127.022 ps
NOR-8134: 230.55 ps
NOT-814: 320.89 ps
NAND-8144: 544.029 ps
NAND-8145: 538.014 ps
OR-8146: 310.053 ps
NOR-8156: 292.978 ps
OR-8166: 156.17 ps
OR-8169: 259.573 ps
NOR-8183: 127.226 ps
NOR-8186: 230.754 ps
OR-8196: 535.346 ps
INP-82: 614.007 ps
NOR-8200: 506.349 ps
OR-8204: 535.283 ps
NOR-8208: 506.349 ps
NOT-821: 297.212 ps
NAND-8216: 550.487 ps
NAND-8217: 550.487 ps
NAND-8218: 554.459 ps
NAND-8219: 554.459 ps
NAND-8232: 550.625 ps
NAND-8233: 550.624 ps
NOT-8242: 629.832 ps
NOT-8243: 632.816 ps
NOT-8244: 619.013 ps
NOT-8245: 614.353 ps
NOT-8246: 619.01 ps
NOT-8247: 629.666 ps
NOT-8248: 646.852 ps
NOT-8249: 618.8 ps
NOT-8250: 614.15 ps
NOT-8251: 618.797 ps
NOT-8252: 600.189 ps
NOT-8253: 600.187 ps
NOT-8254: 473.134 ps
NOT-8260: 512.125 ps
NOT-8261: 500.393 ps
AND-8262: 530.064 ps
AND-8269: 555.973 ps
NOT-827: 283.983 ps
NOT-8274: 470.862 ps
NOT-8275: 470.862 ps
NOT-8276: 477.32 ps
NOT-8277: 477.32 ps
NOT-8278: 470.86 ps
NOT-8279: 470.86 ps
AND-8280: 482.504 ps
AND-8281: 477.276 ps
AND-8282: 488.962 ps
AND-8283: 486.851 ps
AND-8284: 482.502 ps
AND-8285: 477.682 ps
NOT-8288: 476.972 ps
NOT-8294: 508.015 ps
NOT-8295: 508.015 ps
NOT-8296: 512.338 ps
NOT-8297: 500.606 ps
AND-8298: 374.279 ps
INP-83: 591.012 ps
AND-8307: 407.76 ps
NOT-8315: 583.679 ps
NOT-8317: 570.204 ps
NOT-8319: 565.008 ps
NOT-8321: 551.541 ps
NAND-8322: 564.415 ps
NOT-8323: 551.341 ps
NAND-8324: 576.569 ps
NOT-8325: 564.977 ps
NAND-8326: 305.4 ps
NOT-833: 396.32 ps
AND-8333: 384.244 ps
AND-8337: 385.714 ps
AND-8338: 365.763 ps
AND-8339: 365.763 ps
AND-8340: 506.383 ps
AND-8341: 506.383 ps
AND-8342: 506.383 ps
AND-8343: 477.334 ps
AND-8344: 477.334 ps
AND-8345: 506.32 ps
AND-8346: 506.32 ps
AND-8347: 477.334 ps
AND-8348: 370.604 ps
AND-8349: 355.633 ps
AND-8350: 350.652 ps
AND-8351: 350.652 ps
AND-8352: 560.511 ps
AND-8353: 555.53 ps
AND-8354: 555.53 ps
AND-8355: 555.492 ps
AND-8356: 555.492 ps
AND-8357: 560.453 ps
NAND-8358: 138.211 ps
AND-8365: 355.071 ps
AND-8369: 405.681 ps
AND-8370: 385.73 ps
AND-8371: 385.73 ps
AND-8372: 281.082 ps
AND-8373: 281.082 ps
AND-8374: 281.082 ps
AND-8375: 264.008 ps
AND-8376: 264.008 ps
AND-8377: 204.941 ps
AND-8378: 360.52 ps
AND-8379: 332.08 ps
AND-8380: 323.147 ps
AND-8381: 323.147 ps
AND-8382: 239.333 ps
AND-8383: 230.399 ps
AND-8384: 230.399 ps
AND-8385: 210.517 ps
AND-8386: 201.58 ps
AND-8387: 201.58 ps
AND-8388: 127.133 ps
AND-8389: 127.133 ps
NOT-839: 555.601 ps
AND-8390: 98.0522 ps
AND-8391: 98.0522 ps
AND-8392: 176.059 ps
AND-8393: 227.659 ps
AND-8394: 473.887 ps
INP-84: 585.679 ps
AND-8404: 481.058 ps
AND-8405: 451.565 ps
AND-8409: 450.316 ps
AND-8410: 450.316 ps
AND-8411: 450.316 ps
AND-8412: 449.881 ps
AND-8415: 421.689 ps
AND-8416: 421.689 ps
AND-8417: 421.689 ps
AND-8418: 421.689 ps
AND-8421: 575.309 ps
AND-8430: 378.799 ps
AND-8433: 400.853 ps
AND-8434: 380.9 ps
AND-8435: 380.9 ps
AND-8436: 506.385 ps
AND-8437: 506.385 ps
AND-8438: 506.385 ps
AND-8439: 477.388 ps
AND-8440: 477.388 ps
AND-8441: 506.322 ps
AND-8442: 506.322 ps
AND-8443: 477.388 ps
AND-8444: 378.799 ps
AND-8447: 370.613 ps
AND-8448: 355.642 ps
AND-8449: 350.661 ps
NOT-845: 394.475 ps
AND-8450: 350.661 ps
AND-8451: 560.511 ps
AND-8452: 555.53 ps
AND-8453: 555.53 ps
AND-8454: 555.492 ps
AND-8455: 555.492 ps
AND-8456: 560.453 ps
NOT-8457: 448.508 ps
NOT-8460: 451.668 ps
NOT-8463: 461.266 ps
NOT-8466: 451.668 ps
NOT-8469: 477.46 ps
NOT-8470: 477.46 ps
BUFF-8471: 441.9 ps
BUFF-8474: 441.9 ps
BUFF-8477: 441.9 ps
BUFF-8480: 441.9 ps
AND-8483: 489.101 ps
AND-8484: 487.228 ps
AND-8485: 367.656 ps
AND-8488: 389.711 ps
AND-8489: 369.758 ps
AND-8490: 369.758 ps
AND-8491: 281.082 ps
AND-8492: 281.082 ps
AND-8493: 281.082 ps
AND-8494: 264.008 ps
AND-8495: 264.008 ps
AND-8496: 204.941 ps
AND-8497: 345.106 ps
INP-85: 580.5 ps
AND-8500: 351.26 ps
AND-8501: 322.82 ps
AND-8502: 313.887 ps
AND-8503: 313.887 ps
AND-8504: 239.333 ps
AND-8505: 230.399 ps
AND-8506: 230.399 ps
AND-8507: 230.399 ps
AND-8508: 210.517 ps
AND-8509: 201.58 ps
AND-8510: 201.58 ps
AND-8511: 126.996 ps
AND-8512: 126.996 ps
AND-8513: 126.996 ps
AND-8514: 98.0522 ps
AND-8515: 98.0522 ps
AND-8516: 164.154 ps
AND-8517: 227.659 ps
AND-8518: 186.887 ps
NOT-8519: 468.782 ps
NOT-8522: 468.777 ps
BUFF-8525: 459.009 ps
BUFF-8528: 459.009 ps
NOT-853: 361.929 ps
BUFF-8531: 459.009 ps
BUFF-8534: 459.009 ps
NOT-8537: 477.319 ps
NOT-8538: 477.319 ps
AND-8539: 488.96 ps
AND-8540: 487.224 ps
AND-8541: 469.437 ps
AND-8545: 450.786 ps
AND-8546: 450.786 ps
AND-8547: 450.786 ps
AND-8548: 437.256 ps
AND-8551: 420.523 ps
AND-8552: 420.523 ps
AND-8553: 420.523 ps
AND-8554: 420.523 ps
NOT-8555: 458.05 ps
NOT-8558: 457.998 ps
NOT-8561: 458.05 ps
NOT-8564: 477.456 ps
NOT-8565: 477.456 ps
BUFF-8566: 448.282 ps
BUFF-8569: 448.282 ps
BUFF-8572: 448.282 ps
BUFF-8575: 448.282 ps
AND-8578: 489.097 ps
AND-8579: 487.224 ps
BUFF-8580: 612.245 ps
BUFF-8583: 615.423 ps
BUFF-8586: 601.421 ps
BUFF-8589: 596.764 ps
NOT-859: 438.07 ps
BUFF-8592: 601.421 ps
BUFF-8595: 615.423 ps
BUFF-8598: 601.421 ps
INP-86: 587.342 ps
BUFF-8601: 596.764 ps
BUFF-8604: 601.421 ps
NOT-8607: 450.07 ps
NAND-8608: 461.681 ps
NOT-8609: 455.025 ps
NAND-8610: 468.158 ps
NOT-8615: 360.084 ps
NOT-8616: 381.073 ps
NOT-8617: 462.745 ps
NOT-8618: 458.494 ps
NOT-8619: 446.762 ps
NOT-8624: 348.336 ps
NOT-8625: 369.342 ps
NOT-8626: 451.014 ps
NAND-8627: 538.014 ps
NOT-8632: 390.114 ps
NOT-8633: 422.544 ps
NOT-8634: 481.599 ps
NOT-8637: 390.098 ps
NOT-8638: 422.544 ps
NOT-8639: 481.599 ps
NOT-8644: 360.25 ps
NOT-8645: 381.286 ps
NOT-8646: 448.708 ps
NOT-8647: 458.697 ps
NOT-8648: 446.966 ps
NOT-865: 555.601 ps
NOT-8653: 348.502 ps
NOT-8654: 369.555 ps
NOT-8655: 436.977 ps
BUFF-8660: 554.706 ps
BUFF-8663: 541.18 ps
BUFF-8666: 536.036 ps
BUFF-8669: 522.517 ps
BUFF-8672: 522.378 ps
BUFF-8675: 547.554 ps
BUFF-8678: 372.879 ps
BUFF-8681: 405.488 ps
BUFF-8684: 464.532 ps
BUFF-8687: 490.95 ps
BUFF-8690: 372.877 ps
BUFF-8693: 405.488 ps
BUFF-8696: 464.532 ps
BUFF-8699: 490.95 ps
INP-87: 588.766 ps
BUFF-8702: 364.02 ps
BUFF-8705: 431.641 ps
BUFF-8708: 441.433 ps
BUFF-871: 879.973 ps
BUFF-8711: 495.064 ps
BUFF-8714: 483.332 ps
NOT-8717: 193.172 ps
BUFF-8718: 352.289 ps
BUFF-8721: 419.91 ps
BUFF-8724: 429.702 ps
NAND-8727: 550.487 ps
NAND-8730: 554.459 ps
NOT-8733: 532.179 ps
NOT-8734: 532.179 ps
BUFF-8735: 554.708 ps
BUFF-8738: 541.234 ps
BUFF-8741: 536.038 ps
BUFF-8744: 522.571 ps
BUFF-8747: 522.38 ps
BUFF-8750: 547.608 ps
NOT-8753: 515.069 ps
NOT-8754: 508.877 ps
NOT-8755: 515.069 ps
NOT-8756: 508.877 ps
BUFF-8757: 372.879 ps
BUFF-8760: 405.488 ps
BUFF-8763: 464.532 ps
BUFF-8766: 490.95 ps
BUFF-8769: 372.877 ps
BUFF-8772: 405.488 ps
BUFF-8775: 464.532 ps
BUFF-8778: 490.95 ps
BUFF-8781: 342.979 ps
BUFF-8784: 364.02 ps
BUFF-8787: 431.641 ps
BUFF-8790: 441.434 ps
BUFF-8793: 495.064 ps
BUFF-8796: 483.332 ps
BUFF-8799: 331.246 ps
INP-88: 578.998 ps
BUFF-8802: 352.289 ps
BUFF-8805: 419.91 ps
BUFF-8808: 429.702 ps
NAND-881: 916.272 ps
NAND-8811: 550.624 ps
NOT-8814: 521.452 ps
NOT-8815: 521.337 ps
NOT-8816: 521.452 ps
NOT-8817: 521.337 ps
AND-8818: 555.002 ps
NOT-882: 898.184 ps
NOT-883: 898.184 ps
NOT-884: 898.184 ps
AND-8840: 529.37 ps
NOT-885: 898.184 ps
NOT-8857: 443.519 ps
AND-886: 844.691 ps
AND-8861: 470.862 ps
AND-8862: 470.862 ps
AND-8863: 477.32 ps
AND-8864: 477.32 ps
AND-8865: 470.86 ps
AND-8866: 470.86 ps
AND-887: 844.691 ps
NOT-8871: 479.927 ps
AND-8874: 373.136 ps
AND-8878: 409.915 ps
NOT-8879: 535.346 ps
NAND-8880: 546.952 ps
NOT-8881: 506.349 ps
NAND-8882: 518.03 ps
NOT-8883: 535.283 ps
NAND-8884: 546.925 ps
NOT-8885: 506.349 ps
NAND-8886: 518.03 ps
NAND-8887: 551.341 ps
NAND-8888: 564.977 ps
BUFF-889: 897.502 ps
OR-8898: 365.763 ps
INP-89: 733.816 ps
OR-8902: 350.652 ps
OR-8920: 385.73 ps
OR-8924: 204.941 ps
OR-8927: 323.147 ps
OR-8931: 176.059 ps
OR-8943: 481.058 ps
OR-8950: 450.316 ps
OR-8956: 421.689 ps
NOT-8959: 551.827 ps
AND-8960: 583.174 ps
OR-8963: 380.9 ps
OR-8966: 350.661 ps
AND-8991: 477.46 ps
AND-8992: 477.46 ps
OR-8995: 369.758 ps
OR-8996: 204.941 ps
INP-9: 270.982 ps
OR-9001: 313.887 ps
OR-9005: 164.154 ps
AND-9024: 477.319 ps
AND-9025: 477.319 ps
OR-9029: 450.786 ps
OR-9035: 420.523 ps
AND-9053: 477.456 ps
AND-9054: 477.456 ps
NAND-9064: 450.07 ps
NAND-9065: 455.025 ps
NOT-9066: 155.966 ps
NAND-9067: 168.979 ps
OR-9068: 205.019 ps
NOT-9071: 247.475 ps
NOT-9072: 127.022 ps
NAND-9073: 138.652 ps
NOT-9074: 196.489 ps
NOT-9077: 218.801 ps
OR-9079: 233.902 ps
NOT-9082: 298.145 ps
NOT-9083: 238.92 ps
NOT-9086: 281.23 ps
NOT-9087: 156.17 ps
NAND-9088: 169.182 ps
OR-9089: 205.232 ps
NOT-9092: 247.678 ps
NOT-9093: 127.226 ps
NAND-9094: 138.856 ps
NOT-9095: 196.702 ps
NOT-9098: 219.005 ps
OR-9099: 506.383 ps
NOR-9103: 477.334 ps
OR-9107: 506.32 ps
NOR-9111: 477.334 ps
OR-9117: 281.082 ps
NOR-9127: 264.008 ps
NOR-9146: 98.0522 ps
NOR-9149: 201.58 ps
NAND-9159: 532.179 ps
NAND-9160: 532.179 ps
OR-9161: 506.385 ps
NOR-9165: 477.388 ps
OR-9169: 506.322 ps
NOR-9173: 477.388 ps
NAND-9179: 515.069 ps
NAND-9180: 508.877 ps
NAND-9181: 515.069 ps
NAND-9182: 508.877 ps
OR-9183: 281.082 ps
NOR-9193: 264.008 ps
OR-9203: 126.996 ps
OR-9206: 230.399 ps
NOR-9220: 98.0522 ps
NOR-9223: 201.58 ps
NAND-9234: 521.452 ps
NAND-9235: 521.337 ps
NAND-9236: 521.452 ps
NAND-9237: 521.337 ps
OR-9238: 555.002 ps
OR-9242: 529.37 ps
NAND-9243: 564.977 ps
NOT-9244: 600.659 ps
NOT-9245: 603.845 ps
NOT-9246: 589.84 ps
NOT-9247: 585.18 ps
NOT-9248: 589.836 ps
NOT-9249: 603.845 ps
NOT-9250: 589.84 ps
NOT-9251: 585.18 ps
NOT-9252: 589.837 ps
NOR-9256: 470.862 ps
NOR-9257: 470.862 ps
NOR-9258: 477.32 ps
NOR-9259: 477.32 ps
NOR-9260: 470.86 ps
NOR-9261: 470.86 ps
NOT-9262: 526.047 ps
OR-9265: 373.136 ps
OR-9268: 409.915 ps
NAND-9271: 535.346 ps
NAND-9272: 506.349 ps
NAND-9273: 535.283 ps
NAND-9274: 506.349 ps
NAND-9275: 551.341 ps
NOT-9276: 384.244 ps
AND-9280: 305.4 ps
AND-9285: 544.481 ps
AND-9286: 544.442 ps
AND-9287: 544.477 ps
AND-9288: 544.637 ps
NOT-9290: 554.706 ps
NOT-9292: 541.18 ps
NOT-9294: 536.036 ps
NOT-9296: 522.517 ps
NAND-9297: 535.453 ps
NOT-9298: 522.378 ps
NAND-9299: 547.554 ps
NOT-9300: 535.962 ps
NOT-9301: 404.211 ps
AND-9307: 350.783 ps
AND-9314: 230.399 ps
AND-9315: 127.133 ps
AND-9318: 196.642 ps
NOT-9319: 479.045 ps
NOT-9320: 479.045 ps
NOT-9321: 483.164 ps
NOT-9322: 471.433 ps
NOT-9323: 538.52 ps
NOT-9324: 542.492 ps
NOT-9326: 571.569 ps
AND-9332: 449.881 ps
OR-9339: 583.174 ps
AND-9344: 378.799 ps
NOT-9352: 554.708 ps
NOT-9354: 541.234 ps
NOT-9356: 536.038 ps
NOT-9358: 522.571 ps
NAND-9359: 535.455 ps
NOT-9360: 522.38 ps
NAND-9361: 547.608 ps
NOT-9362: 536.016 ps
NOT-9363: 441.9 ps
NOT-9364: 441.9 ps
NOT-9365: 441.9 ps
NOT-9366: 441.9 ps
NOR-9367: 477.46 ps
NOR-9368: 477.46 ps
AND-9369: 453.541 ps
AND-9370: 448.508 ps
AND-9371: 453.541 ps
AND-9372: 451.668 ps
NOT-9375: 435.976 ps
NOT-9381: 479.045 ps
NOT-9382: 479.045 ps
NOT-9383: 483.164 ps
NOT-9384: 471.433 ps
AND-9385: 345.106 ps
NOT-9392: 459.009 ps
NOT-9393: 459.009 ps
NOT-9394: 459.009 ps
NOT-9395: 459.009 ps
AND-9396: 470.651 ps
AND-9397: 468.777 ps
AND-9398: 470.651 ps
AND-9399: 470.655 ps
INP-94: 269.373 ps
NOR-9400: 477.319 ps
NOR-9401: 477.319 ps
NOT-9402: 469.437 ps
NAND-9407: 437.256 ps
AND-9408: 459.473 ps
NOT-9412: 538.657 ps
NOT-9413: 448.282 ps
NOT-9414: 448.282 ps
NOT-9415: 448.282 ps
NOT-9416: 448.282 ps
NOR-9417: 477.456 ps
NOR-9418: 477.456 ps
AND-9419: 459.924 ps
AND-9420: 458.05 ps
AND-9421: 459.924 ps
AND-9422: 457.998 ps
BUFF-9423: 584.636 ps
NAND-9426: 450.07 ps
NAND-9429: 455.025 ps
NAND-9432: 155.966 ps
NAND-9435: 127.022 ps
NAND-9442: 156.17 ps
NAND-9445: 127.226 ps
BUFF-945: 897.502 ps
NOT-9454: 360.976 ps
NOT-9455: 393.584 ps
NOT-9456: 452.629 ps
NOT-9459: 360.96 ps
NOT-9460: 393.583 ps
NOT-9461: 452.629 ps
BUFF-9462: 315.37 ps
NOT-9465: 352.113 ps
NOT-9466: 419.738 ps
NOT-9467: 429.523 ps
NOT-9468: 417.792 ps
BUFF-9473: 303.637 ps
NOT-9476: 340.381 ps
NOT-9477: 408.007 ps
NAND-9478: 532.179 ps
NAND-9485: 508.877 ps
NAND-9488: 508.877 ps
NOT-9493: 360.976 ps
NOT-9494: 393.584 ps
NOT-9495: 452.629 ps
NOT-9498: 360.96 ps
NOT-9499: 393.583 ps
NOT-9500: 452.629 ps
NOT-9505: 331.076 ps
NOT-9506: 352.113 ps
NOT-9507: 419.738 ps
NOT-9508: 429.524 ps
NOT-9509: 417.792 ps
NOT-9514: 319.328 ps
NOT-9515: 340.381 ps
NOT-9516: 408.007 ps
NAND-9517: 521.337 ps
NAND-9520: 521.337 ps
AND-9526: 556.318 ps
AND-9531: 556.318 ps
NAND-9539: 535.346 ps
NAND-9540: 535.283 ps
NOT-9541: 551.341 ps
AND-9543: 443.519 ps
AND-9551: 449.337 ps
NAND-9555: 506.349 ps
NAND-9556: 506.349 ps
NOT-9557: 365.763 ps
AND-9560: 350.652 ps
NOT-9561: 506.383 ps
NAND-9562: 517.988 ps
NOT-9563: 477.334 ps
NAND-9564: 489.016 ps
NOT-9565: 506.32 ps
NAND-9566: 517.962 ps
NOT-9567: 477.334 ps
NAND-9568: 489.016 ps
NAND-9569: 522.378 ps
NOT-957: 491.891 ps
NAND-9570: 535.962 ps
NOT-9571: 385.73 ps
NOT-9575: 323.147 ps
AND-9579: 313.878 ps
NOT-9581: 552.918 ps
NOT-9582: 522.655 ps
AND-9585: 421.689 ps
AND-9591: 350.661 ps
NOT-9592: 506.385 ps
NAND-9593: 517.99 ps
NOT-9594: 477.388 ps
NAND-9595: 489.07 ps
NOT-9596: 506.322 ps
NAND-9597: 517.964 ps
NOT-9598: 477.388 ps
NAND-9599: 489.07 ps
NAND-9600: 522.38 ps
NAND-9601: 536.016 ps
AND-9602: 441.9 ps
AND-9603: 441.9 ps
AND-9604: 441.9 ps
AND-9605: 441.9 ps
NOT-9608: 408.341 ps
AND-9611: 313.887 ps
AND-9612: 459.009 ps
AND-9613: 459.009 ps
AND-9614: 459.009 ps
AND-9615: 459.009 ps
NOT-9616: 450.786 ps
NOT-9617: 420.523 ps
AND-9618: 421.689 ps
AND-9621: 448.282 ps
AND-9622: 448.282 ps
AND-9623: 448.282 ps
AND-9624: 448.282 ps
OR-9626: 544.481 ps
OR-9629: 544.442 ps
OR-9632: 544.477 ps
OR-9635: 544.637 ps
NAND-9642: 155.966 ps
NOT-9645: 193.114 ps
NAND-9646: 127.022 ps
NOT-9649: 184.556 ps
NAND-9650: 470.862 ps
NAND-9653: 477.32 ps
NAND-9656: 470.86 ps
NOT-9659: 233.902 ps
NAND-9660: 246.958 ps
NOT-9661: 238.92 ps
NAND-9662: 250.52 ps
NAND-9663: 156.17 ps
NOT-9666: 193.327 ps
NAND-9667: 127.226 ps
NOT-9670: 184.769 ps
OR-9671: 204.941 ps
NOT-9674: 269.174 ps
NOT-9675: 209.959 ps
NOT-9678: 252.26 ps
OR-9679: 127.133 ps
OR-9682: 176.059 ps
OR-9685: 230.399 ps
NOT-9690: 98.0522 ps
NAND-9691: 109.682 ps
NOT-9692: 167.529 ps
NOT-9695: 189.831 ps
NAND-9698: 477.319 ps
INP-97: 282.602 ps
NAND-9702: 477.46 ps
OR-9707: 204.941 ps
NOT-9710: 269.174 ps
NOT-9711: 209.959 ps
NOT-9714: 252.26 ps
NOT-9715: 126.996 ps
NAND-9716: 140.009 ps
OR-9717: 164.154 ps
NOT-9720: 218.505 ps
NOT-9721: 98.0522 ps
NAND-9722: 109.682 ps
NOT-9723: 155.595 ps
NOT-9726: 189.831 ps
NAND-9727: 477.456 ps
AND-9732: 524.987 ps
NAND-9733: 552.918 ps
AND-9734: 552.039 ps
AND-9735: 552.039 ps
AND-9736: 499.356 ps
NOT-9737: 506.349 ps
NOT-9738: 506.349 ps
NAND-9739: 536.016 ps
NAND-9740: 584.636 ps
NOT-9741: 573.06 ps
NAND-9742: 535.962 ps
AND-9754: 377.415 ps
OR-9758: 350.652 ps
NAND-9762: 506.383 ps
NAND-9763: 477.334 ps
NAND-9764: 506.32 ps
NAND-9765: 477.334 ps
NAND-9766: 522.378 ps
AND-9767: 305.4 ps
NAND-9768: 365.763 ps
NOT-9769: 432.34 ps
NAND-9773: 350.783 ps
NAND-9774: 385.73 ps
AND-9775: 351.332 ps
OR-9779: 313.878 ps
NOT-9784: 520.211 ps
NAND-9785: 450.786 ps
OR-9786: 421.689 ps
AND-9790: 449.881 ps
OR-9791: 350.661 ps
NAND-9795: 506.385 ps
NAND-9796: 477.388 ps
NAND-9797: 506.322 ps
NAND-9798: 477.388 ps
NAND-9799: 522.38 ps
NOR-9800: 441.9 ps
NOR-9801: 441.9 ps
NOR-9802: 441.9 ps
NOR-9803: 441.9 ps
NOT-9805: 496.91 ps
NOT-9806: 496.91 ps
OR-9809: 313.887 ps
NOR-9813: 459.009 ps
NOR-9814: 459.009 ps
NOR-9815: 459.009 ps
NOR-9816: 459.009 ps
AND-9817: 420.523 ps
OR-9820: 421.689 ps
NOT-9825: 509.37 ps
NOT-9826: 509.37 ps
NOR-9827: 448.282 ps
NOR-9828: 448.282 ps
NOR-9829: 448.282 ps
NOR-9830: 448.282 ps
NOT-9835: 450.07 ps
NAND-9836: 461.692 ps
NOT-9837: 455.025 ps
NAND-9838: 466.648 ps
NAND-9846: 233.902 ps
NAND-9847: 238.92 ps
NOT-9862: 303.467 ps
NAND-9863: 98.0522 ps
NOT-9866: 291.719 ps
NAND-9873: 126.996 ps
NAND-9876: 98.0522 ps
NAND-9890: 506.385 ps
NAND-9891: 506.322 ps
NOT-9892: 522.38 ps
NAND-9893: 573.06 ps
NAND-9894: 506.383 ps
NAND-9895: 506.32 ps
NOT-9896: 522.378 ps
NOT-9897: 544.481 ps
NAND-9898: 556.087 ps
NOT-9899: 544.442 ps
NAND-9900: 556.076 ps
NOT-9901: 544.477 ps
NAND-9902: 556.12 ps
NOT-9903: 544.637 ps
NAND-9904: 556.271 ps
NOT-9905: 431.696 ps
NOT-9906: 470.862 ps
NAND-9907: 482.789 ps
NOT-9908: 477.32 ps
NAND-9909: 489.247 ps
NOT-9910: 470.86 ps
NAND-9911: 482.79 ps
NOT-9917: 437.515 ps
NAND-9923: 477.334 ps
NAND-9924: 477.334 ps
OR-9925: 305.4 ps
AND-9932: 323.147 ps
AND-9935: 402.726 ps
NOT-9938: 477.319 ps
NAND-9939: 489.248 ps
NAND-9945: 477.388 ps
NAND-9946: 477.388 ps
NOT-9947: 477.46 ps
NAND-9948: 489.386 ps
AND-9949: 408.341 ps
NOT-9953: 477.456 ps
NAND-9954: 489.386 ps
NAND-9955: 450.07 ps
NAND-9956: 455.025 ps
NOT-9957: 155.966 ps
NAND-9958: 167.578 ps
NOT-9959: 127.022 ps
NAND-9960: 138.862 ps
NAND-9961: 233.902 ps
NAND-9964: 238.92 ps
NOT-9967: 156.17 ps
NAND-9968: 167.781 ps
NOT-9969: 127.226 ps
NAND-9970: 139.065 ps
NOT-9971: 204.941 ps
NAND-9972: 217.997 ps
NOT-9973: 209.959 ps
NAND-9974: 221.56 ps
NOT-9975: 127.133 ps
NAND-9976: 140.038 ps
NOT-9977: 164.155 ps
NOT-9978: 218.505 ps
NAND-9979: 98.0522 ps
NOT-9982: 155.595 ps
NAND-9983: 459.009 ps
NAND-9986: 459.009 ps
NAND-9989: 441.9 ps
NAND-9992: 441.9 ps
NOT-9995: 204.941 ps
NAND-9996: 217.997 ps
NOT-9997: 209.959 ps
NAND-9998: 221.56 ps
NAND-9999: 126.996 ps

Critical path: 
INP-18,BUFF-676,NOT-1194,BUFF-1919,NOT-2331,AND-2936,OR-3349,BUFF-4862,NOT-5978,NAND-6560,NAND-7020,AND-8390,NOR-9146,NOT-9690,NAND-9863,NAND-9979,NOT-10195,NAND-10259,NAND-10334,NOT-10534,NAND-10621,NAND-10691,NOT-10815,NAND-10857,NAND-10892,NOT-10953,NAND-10981,NAND-11008,NOT-11065,NAND-11095,NAND-11124,NOT-11183,NAND-11210,NAND-11233,NOT-11264,NAND-11282,NAND-11292,NOT-11296,AND-11308,OR-11323,NOT-11337,NAND-11339,NAND-11341,NOT-11342,OUTPUT-11342

-----------------------------------------------------
